STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
USC00105414,3-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",314,432,195
USC00105414,4-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",317,436,199
USC00105414,5-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",321,439,202
USC00105414,6-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",324,442,206
USC00105414,7-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",328,445,210
USC00105414,8-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",331,449,214
USC00105414,9-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",335,452,218
USC00105414,10-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",338,455,221
USC00105414,11-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",342,458,225
USC00105414,12-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",345,462,229
USC00105414,13-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",349,465,232
USC00105414,14-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",352,468,235
USC00105414,15-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",355,472,239
USC00105414,16-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",358,475,242
USC00105414,17-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",362,478,245
USC00105414,18-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",365,482,248
USC00105414,19-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",368,485,251
USC00105414,20-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",371,488,254
USC00105414,21-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",374,492,256
USC00105414,22-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",377,495,259
USC00105414,23-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",380,498,261
USC00105414,24-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",382,501,263
USC00105414,25-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",385,505,265
USC00105414,26-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",388,508,267
USC00105414,27-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",390,511,269
USC00105414,28-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",393,515,271
USC00105414,29-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",395,518,273
USC00105414,30-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",398,521,274
USC00105414,31-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",400,524,275
USC00105414,1-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",402,527,277
USC00105414,2-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",404,531,278
USC00105414,3-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",406,534,279
USC00105414,4-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",409,537,280
USC00105414,5-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",411,540,281
USC00105414,6-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",413,543,282
USC00105414,7-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",415,546,283
USC00105414,8-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",417,549,284
USC00105414,9-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",419,552,285
USC00105414,10-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",421,555,286
USC00105414,11-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",423,558,287
USC00105414,12-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",425,561,288
USC00105414,13-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",427,564,289
USC00105414,14-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",429,567,290
USC00105414,15-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",431,570,291
USC00105414,16-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",433,573,293
USC00105414,17-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",435,576,294
USC00105414,18-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",437,579,295
USC00105414,19-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",439,582,297
USC00105414,20-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",441,585,298
USC00105414,21-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",444,587,300
USC00105414,22-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",446,590,301
USC00105414,23-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",448,593,303
USC00105414,24-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",450,596,305
USC00105414,25-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",453,599,307
USC00105414,26-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",455,601,309
USC00105414,27-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",457,604,311
USC00105414,28-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",460,607,313
USC00105414,29-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",462,610,315
USC00105414,30-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",465,612,317
USC00105414,1-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",467,615,320
USC00105414,2-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",470,618,322
USC00105414,3-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",473,621,324
USC00105414,4-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",475,623,327
USC00105414,5-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",478,626,329
USC00105414,6-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",480,629,332
USC00105414,7-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",483,632,334
USC00105414,8-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",486,634,337
USC00105414,9-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",488,637,339
USC00105414,10-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",491,640,342
USC00105414,11-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",493,642,345
USC00105414,12-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",496,645,347
USC00105414,13-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",499,648,350
USC00105414,14-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",501,650,352
USC00105414,15-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",504,653,354
USC00105414,16-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",506,656,357
USC00105414,17-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",509,658,359
USC00105414,18-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",511,661,361
USC00105414,19-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",514,664,364
USC00105414,20-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",516,667,366
USC00105414,21-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",519,669,368
USC00105414,22-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",521,672,370
USC00105414,23-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",523,675,372
USC00105414,24-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",526,678,374
USC00105414,25-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",528,680,375
USC00105414,26-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",530,683,377
USC00105414,27-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",532,686,379
USC00105414,28-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",535,689,380
USC00105414,29-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",537,692,382
USC00105414,30-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",539,695,383
USC00105414,31-May,44.08278,-115.61861,1194.8,"LOWMAN, ID US",541,698,385
USC00105414,1-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",543,701,386
USC00105414,2-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",546,704,387
USC00105414,3-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",548,707,389
USC00105414,4-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",550,710,390
USC00105414,5-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",552,713,391
USC00105414,6-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",554,716,392
USC00105414,7-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",556,719,394
USC00105414,8-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",559,723,395
USC00105414,9-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",561,726,396
USC00105414,10-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",563,729,397
USC00105414,11-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",565,733,398
USC00105414,12-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",568,736,399
USC00105414,13-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",570,740,400
USC00105414,14-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",572,743,402
USC00105414,15-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",575,747,403
USC00105414,16-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",577,750,404
USC00105414,17-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",580,754,405
USC00105414,18-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",582,758,406
USC00105414,19-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",585,761,408
USC00105414,20-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",587,765,409
USC00105414,21-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",590,769,410
USC00105414,22-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",592,773,412
USC00105414,23-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",595,777,413
USC00105414,24-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",598,781,415
USC00105414,25-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",600,785,416
USC00105414,26-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",603,788,417
USC00105414,27-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",606,792,419
USC00105414,28-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",608,796,420
USC00105414,29-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",611,800,422
USC00105414,30-Jun,44.08278,-115.61861,1194.8,"LOWMAN, ID US",614,804,423
USC00105414,1-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",616,808,425
USC00105414,2-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",619,812,426
USC00105414,3-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",622,816,428
USC00105414,4-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",624,819,429
USC00105414,5-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",627,823,431
USC00105414,6-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",629,827,432
USC00105414,7-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",632,830,433
USC00105414,8-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",634,834,435
USC00105414,9-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",637,837,436
USC00105414,10-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",639,841,437
USC00105414,11-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",641,844,438
USC00105414,12-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",643,847,439
USC00105414,13-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",645,850,440
USC00105414,14-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",647,853,441
USC00105414,15-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",649,855,442
USC00105414,16-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",650,858,442
USC00105414,17-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",652,860,443
USC00105414,18-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",653,863,444
USC00105414,19-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",654,865,444
USC00105414,20-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",655,867,444
USC00105414,21-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",656,868,445
USC00105414,22-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",657,870,445
USC00105414,23-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",658,871,445
USC00105414,24-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",658,872,445
USC00105414,25-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",659,873,444
USC00105414,26-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",659,874,444
USC00105414,27-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",659,874,444
USC00105414,28-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",659,875,443
USC00105414,29-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",659,875,443
USC00105414,30-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",658,875,442
USC00105414,31-Jul,44.08278,-115.61861,1194.8,"LOWMAN, ID US",658,875,441
USC00105414,1-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",657,874,440
USC00105414,2-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",656,873,439
USC00105414,3-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",655,873,438
USC00105414,4-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",654,872,437
USC00105414,5-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",653,870,436
USC00105414,6-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",652,869,435
USC00105414,7-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",650,867,433
USC00105414,8-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",649,866,432
USC00105414,9-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",647,864,430
USC00105414,10-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",645,862,429
USC00105414,11-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",643,860,427
USC00105414,12-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",641,857,426
USC00105414,13-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",639,855,424
USC00105414,14-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",637,852,422
USC00105414,15-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",635,849,421
USC00105414,16-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",633,847,419
USC00105414,17-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",630,844,417
USC00105414,18-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",628,841,415
USC00105414,19-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",625,838,413
USC00105414,20-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",623,835,411
USC00105414,21-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",620,832,409
USC00105414,22-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",618,828,407
USC00105414,23-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",615,825,405
USC00105414,24-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",612,822,403
USC00105414,25-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",610,819,401
USC00105414,26-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",607,815,399
USC00105414,27-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",604,812,396
USC00105414,28-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",601,809,394
USC00105414,29-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",598,805,392
USC00105414,30-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",596,802,389
USC00105414,31-Aug,44.08278,-115.61861,1194.8,"LOWMAN, ID US",593,798,387
USC00105414,1-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",590,795,385
USC00105414,2-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",587,792,382
USC00105414,3-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",584,789,380
USC00105414,4-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",581,785,377
USC00105414,5-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",578,782,374
USC00105414,6-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",575,779,372
USC00105414,7-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",572,775,369
USC00105414,8-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",569,772,366
USC00105414,9-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",566,769,363
USC00105414,10-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",563,766,361
USC00105414,11-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",560,762,358
USC00105414,12-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",557,759,355
USC00105414,13-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",554,756,352
USC00105414,14-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",551,752,349
USC00105414,15-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",547,749,346
USC00105414,16-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",544,746,343
USC00105414,17-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",541,742,340
USC00105414,18-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",538,739,337
USC00105414,19-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",535,735,334
USC00105414,20-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",531,732,331
USC00105414,21-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",528,728,328
USC00105414,22-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",525,724,325
USC00105414,23-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",521,721,322
USC00105414,24-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",518,717,319
USC00105414,25-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",514,713,316
USC00105414,26-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",511,709,313
USC00105414,27-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",508,705,310
USC00105414,28-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",504,700,308
USC00105414,29-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",500,696,305
USC00105414,30-Sep,44.08278,-115.61861,1194.8,"LOWMAN, ID US",497,692,302
USC00105414,1-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",493,687,300
USC00105414,2-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",490,682,297
USC00105414,3-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",486,677,295
USC00105414,4-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",482,672,293
USC00105414,5-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",479,667,290
USC00105414,6-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",475,662,288
USC00105414,7-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",471,656,286
USC00105414,8-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",468,651,284
USC00105414,9-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",464,645,283
USC00105414,10-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",460,639,281
USC00105414,11-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",456,633,279
USC00105414,12-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",452,627,278
USC00105414,13-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",449,621,276
USC00105414,14-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",445,615,275
USC00105414,15-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",441,608,274
USC00105414,16-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",437,602,273
USC00105414,17-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",433,595,271
USC00105414,18-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",429,588,270
USC00105414,19-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",425,581,269
USC00105414,20-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",422,575,268
USC00105414,21-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",418,568,268
USC00105414,22-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",414,561,267
USC00105414,23-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",410,554,266
USC00105414,24-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",406,546,265
USC00105414,25-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",402,539,264
USC00105414,26-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",398,532,263
USC00105414,27-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",394,525,262
USC00105414,28-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",390,518,261
